"id";"title";"artist";"lyrics"
"217";"Essa Tal Liberdade";"Só Pra Contrariar";"O que é que eu vou fazer com essa tal liberdade Se estou na solidão pensando em você Eu nunca imaginei sentir tanta saudade Meu coração não sabe como te esquecer Eu andei errado, eu pisei na bola Troquei quem mais amava por uma ilusão Mas a gente aprende a vida é uma escola Não é assim que acaba uma grande paixão Quero te abraçar quero te beijar Te desejo noite e dia Quero me prender todo em você Você é tudo o que eu queria O que é que eu vou fazer com esse fim de tarde Pra onde quer que eu olhe lembro de você Não sei se fico aqui ou mudo de cidade Sinceramente amor não sei o que fazer Eu andei errado, eu pisei na bola Achei que era melhor cantar outra canção Mas a gente aprende a vida é uma escola Eu troco a liberdade pelo teu perdão Quero te abraçar quero te beijar Te desejo noite e dia Quero me prender todo em você Você é tudo que eu queria"
"218";"Ai Se Eu Te Pego";"Michel Teló";"Nossa, nossa Assim você me mata Ai, se eu te pego, Ai, ai, se eu te pego Delícia, delícia Assim você me mata Ai, se eu te pego Ai, ai, se eu te pego Sábado na balada A galera começou a dançar E passou a menina mais linda Tomei coragem e comecei a falar Nossa, nossa Assim você me mata Ai, se eu te pego Ai, ai se eu te pego Delícia, delicia Assim você me mata Ai, se eu te pego Ai, ai, se eu te pego"
"219";"Anjo";"Roupa Nova";"Se você vê estrelas demais
Lembre que um sonho não volta atrás
Chega perto e diz ""Anjo""
Se você sente o corpo colar
Solte o seu medo bem devagar
Chega perto e diz ""Anjo""
Bem mais perto e diz ""Anjo""
Se uma coisa louca
Sai do seu olhar
Fique em silêncio
Deixa o amor entrar
Pra que tanta pressa de chegar
Se eu sei o jeito e o lugar
Se eu sei o jeito e o lugar"
"220";"Magrelinha";"Luiz Melodia";"O pôr do sol vai renovar brilhar de novo o seu sorriso
E libertar da areia preta e do arco-íris
cor de sangue, cor de sangue, cor de sangue
O beijo meu vem com melado decorado cor de rosa
O sonho seu vem dos lugares mais distantes
Terras dos gigantes Super Homem, super mosca
Super Carioca, super eu, super eu
Deixa tudo em forma é melhor não ser
Não tem mais perigo digo já nem sei
Ela está comigo sonho só não sei
O sol não adivinha baby é magrelinha
O sol não adivinha baby é magrelinha
No coração do Brasil
No coração do Brasil
No coração, no coração
No coração do Brasil
No coração, no coração
No coração do Brasil"
"221";"Chalana";"Almir Sater";"Intro: D
D
La vai uma chalana
A
Bem longe se vai
D
Navegando no remanso
A
Do rio Paraguai
G
Oh! Chalana sem querer
D
Tu aumentas minha dor
A
Nessas águas tão serenas
D
Vai levando meu amor
G
Oh! Chalana sem querer
D
Tu aumentas minha dor
A
Nessas águas tão serenas
D
Vai levando meu amor
E assim ela se foi
A
Nem de mim se despediu
G
Oh chalana vai sumindo
A D
Lá na curva do rio
E se ela vai magoada
A
Eu bem sei que tem razão
Fui ingrato
D
Eu feri o seu meigo coração
G
Oh! Chalana sem querer
D
Tu aumentas minha dor
A
Nessas águas tão serenas
D
Vai levando meu amor
G
Oh! Chalana sem querer
D
Tu aumentas minha dor
A D
Nessas águas tão serenas vai levando o meu amor"
"222";"Filho Único";"Erasmo Carlos";"Êh, Mãe, não sou mais menino,
Não é justo que também queira parir meu destino,
Você já fez a sua parte, me pondo no mundo,
Que agora é meu dono, mãe, e nos seus planos não estão você.
Proteção desproteje e carinho demais faz arrepender.
Êh, Mãe, já sei de antemão, que você fez tudo por mim e jamais quer que eu sofra,
Pois sou seu único filho, mas contudo não posso fazer nada,
A barra tá pesada, mãe, e quem tá na chuva tem que se molhar.
No início vai ser difícil, mas depois você vai se acostumar."
"223";"Olhar 43";"RPM";"Seu corpo é fruto proibido É a chave de todo pecado E da libido, e pra um garoto introvertido Como eu, é a pura perdição. É um lago negro, o seu olhar É água turva de beber, se envenenar Nas suas curvas derrapar, sair da estrada E morrer no mar. (no mar) É perigoso o seu sorriso, É um sorriso assim jocoso, impreciso, diria misterioso, indecifrável, riso de mulher. Não sei se é caça ou caçadora, Se é Diana ou Afrodite, ou se é Brigite, Stephanie de Mônaco, aqui estou inteiro ao seu dispor. (princesa) Pobre de mim, que invento rimas assim pra você, e um outro vem em cima e você nem pra me escutar. Pois acabou, não vou rimar coisa nenhuma Agora vai como sair Eu já não quero nem saber Se vai caber ou vão me censurar (será) E pra você eu deixo apenas Meu olhar 43, Aquele assim meio de lado Já saindo Indo embora, louco por você (que pena) Que desperdicio! (tesão)"
"224";"Fátima";"Capital Inicial";"Vocês esperam uma intervenção divina
Mas não sabem que o tempo agora está contra vocês
Vocês se perdem no meio de tanto medo
De não conseguir dinheiro pra comprar sem se vender
E vocês armam seus esquemas ilusórios
Continuam só fingindo que o mundo ninguém fez
Mas acontece que tudo tem começo
E se começa um dia acaba, eu tenho pena de vocês
E as ameaças de ataque nuclear
Bombas de nêutrons não foi Deus quem fez
Alguém, alguém um dia vai se vingar
Vocês são vermes, pensam que são reis
Não quero ser como vocês
Eu não preciso mais
Eu já sei o que eu tenho que saber
E agora tanto faz...
Três crianças sem dinheiro e sem moral
Não ouviram a voz suave que era uma lágrima
E se esqueceram de avisar pra todo mundo
Que ela talvez tivesse nome e era Fátima
E de repente o vinho virou água
E a ferida não cicatrizou
E o limpo se sujou e no terceiro dia
Ninguém ressuscitou..."
"225";"Outra Vez";"Roberto Carlos";"Você foi o maior dos meus casos De todos os abraços O que eu nunca esqueci Você foi, dos amores que eu tive O mais complicado e o mais simples pra mim Você foi o melhor dos meus erros A mais estranha história Que alguém já escreveu E é por essas e outras Que a minha saudade faz lembrar De tudo outra vez.... Você foi A mentira sincera Brincadeira mais séria que me aconteceu Você foi O caso mais antigo O amor mais amigo que me apareceu Das lembranças que eu trago na vida Você é a saudade que eu gosto de ter Só assim sinto você bem perto de mim Outra vez Esqueci de tentar te esquecer Resolvi te querer por querer Decidi te lembrar quantas vezes eu tenha vontade Sem nada perder Você foi Toda a felicidade Você foi a maldade que só me fez bem Você foi O melhor dos meus planos E o maior dos enganos que eu pude fazer Das lembranças que eu trago na vida Você é a saudade que eu gosto de ter Só assim sinto você bem perto de mim Outra vez"
"226";"A Praça";"Ronnie Von";"Hoje eu acordei com saudades de você
Beijei aquela foto que você me ofertou
Sentei naquele banco da pracinha só porque
Foi lá que começou o nosso amor
Senti que os passarinhos todos me reconheceram
E eles entenderam toda minha solidão
Ficaram tão tristonhos e até emudeceram
Aí então eu fiz esta canção
A mesma praça, o mesmo banco
As mesmas flores, o mesmo jardim
Tudo é igual, mas estou triste
Porque não tenho você perto de mim
Beijei aquela árvore tão linda onde eu
Com meu canivete um coração eu desenhei
Escrevi no coração meu nome junto ao seu
Ser seu grande amor então jurei
O guarda ainda é o mesmo que um dia me pegou
Roubando uma rosa amarela pra você
Ainda tem balanço, tem gangorra meu amor
Crianças que não param de correr
A mesma praça...
Aquele bom velhinho pipoqueiro foi quem viu
Quando envergonhado de namoro eu lhe falei
Ainda é o mesmo sorveteiro que assistiu
Ao primeiro beijo que eu lhe dei
A gente vai crescendo, vai crescendo
E o tempo passa
E nunca esquece a felicidade que encontrou
Sempre eu vou lembrar do nosso banco
Lá da praça
Foi lá que começou o nosso amor"
"227";"Vapor Barato";"Gal Costa";"Oh, sim, eu estou tão cansado
Mas não pra dizer
Que eu não acredito mais em você
Com minhas calças vermelhas
Meu casaco de general
Cheio de anéis
Vou descendo por todas as ruas
E vou tomar aquele velho navio
Eu não preciso de muito dinheiro
Graças a Deus
E não me importa, honey
Minha honey baby
Baby, honey baby
Oh, minha honey baby
Baby, honey baby
Oh, sim, eu estou tão cansado
Mas não pra dizer
Que eu tô indo embora
Talvez eu volte
Um dia eu volto
Mas eu quero esquecê-la, eu preciso
Oh, minha grande
Ah, minha pequena
Oh, minha grande obsessão
Oh, minha honey baby
Baby, honey baby
Oh, minha honey baby
Honey baby, honey baby, ah"
"228";"Deus Te Proteja de Mim";"Wando";"Deus te proteja pela onda de alegria que me invade todo dia
quando encontro com você
Deus te proteja pelo beijo de pecado, tão gostoso
e tão levado tão molhado de prazer
E toda vez que você cruza meu caminho eu me esqueço que sozinho
eu nasci e vou morrer
No teu olhar eu vejo um mundo tão bonito tenho fé
e acredito e deixo o amor acontecer
Vem me seduzir, me confundir me agradar, você é louca
eu sou mais louco que você
Vem brincar com fogo me queimar e se queimar, queimando juntos
a gente pode se acender
Eu não vou deixar de amar por medo de sofrer
se você quer me dar eu quero receber
Vinho proibido de uma safra especial que me embriaga,
me alucina e não faz mal

Deus te proteja pela falta de respeito do meu corpo no teu leito
quando a gente faz amor
Deus te proteja por meu jeito atrevido que provoca teu gemido
mas de gosto que de dor
O teu vestido esconde a parte mais formosa, benzo a Deus fêmea gostosa
que o amor guardou pra mim
Repete e fala essas loucuras sem sentido bem baixinho em meu ouvido
me dá mais que eu quero sim
Vem me seduzir, me confundir me agradar,
você é louca eu sou mais louco que você,
vem brincar com fogo, me queimar e se queimar,
Queimando juntos a gente pode se acender.
Eu não vou deixar de amar por medo de sofrer,
Se você quer me dar eu quero receber
Vinho proibido de uma safra especial que me embriaga,
me alucina e não faz mal"
"229";"Me Apaixonei Pela Pessoa Errada";"Exaltasamba";"Eu não tenho culpa de estar te amando De ficar pensando em você; toda hora Não entendo por que deixei acontecer E isso tudo me apavora Você não tem culpa se eu estou sofrendo Se fantasiei de verde esta história Você tem namorado posso até estar errado Mas tenho que ganhar você É mais do que desejo é muito mais do que amor Eu te vejo nos meus sonhos E isso aumenta mais a minha dor Eu me apaixonei pela pessoa errada Ninguém sabe o quanto que estou sofrendo Sempre que eu vejo ele do seu lado Morro de ciúme estou enlouquecendo (2x) Fica comigo Me deixa ao menos te tocar Entenda que ao meu lado é o seu lugar Eu me apaixonei pela pessoa errada Ninguém sabe o quanto que estou sofrendo Sempre que eu vejo ele do seu lado Morro de ciúme estou enlouquecendo (2x)"
"230";"Festa";"Ivete Sangalo";"Festa no gueto,
Pode vir, pode chegar
Misturando o mundo inteiro
Vamos ver no que é que dá
Hoje tem festa no gueto
Pode vir, pode chegar
Misturando o mundo inteiro
Vamos ver no que é que dá
Tem gente de toda cor
Tem raça de toda fé
Guitarras de rock'n roll
Batuque de candomblé
Vai lá
Pra ver
A tribo se balançar
O chão da terra tremer
Mãe preta de lá mandou chamar
Avisou, Avisou, Avisou , Avisou
Que vai rolar a festa
Vai rolar
O povo no gueto
Mandou avisar"
"231";"Desabafo";"Marcelo D2";"[Introdução]
Deixa,deixa,deixa
Eu dizer o que penso dessa vida
Preciso demais desabafar
[D2]
Segura!!!
[Introdução]
Deixa, deixa, deixa
Eu dizer o que penso dessa vida
Preciso demais desabafar
Eu já falei que tenho algo a dizer, e disse
Que falador passa mal, e você me disse
Que cada um vai colher o que plantou
Porque raiz sem alma, como o Flip falou, é triste
A minha busca é na batida perfeita
Sei que nem tudo tá certo, mas com calma se ajeita
Por um mundo melhor eu mantenho minha fé
Menos desigualdade, menos tiro no pé
Andam dizendo que o bem vence o mal
Por aqui vou torcendo pra chegar no final
É, quanto mais fé, mais religião
A mão que mata, reza, reza ou mata em vão
Me contam coisas como se fossem corpos,
Ou realmente são corpos todas aquelas coisas?
Deixa pra lá eu devo ta viajando
Enquanto eu falo besteira nego vai se matando
Então
[refrão]
Deixa, deixa, deixa
Eu dizer o que penso dessa vida
Preciso demais desabafar
Deixa, deixa, deixa
Eu dizer o que penso dessa vida
Preciso demais desabafar
Ok, então vamos lá, diz
Tu quer a paz, eu quero também,
Mas o estado não tem direito de matar ninguém
Aqui não tem pena morte mas segue o pensamento
O desejo de matar de um Capitão Nascimento
Que sem treinamento se mostra incompetente
O cidadão por outro lado se diz impotente, mas
A impotência não é uma escolha também
De assumir a própria responsabilidade
Hein??
Que você tem em mente? Se é que tem algo em mente
Porque a bala vai acabar ricocheteando na gente
Grandes planos, paparazzo demais
O que vale é o que você tem, e não o que você faz
Celebridade é artista, artista que não faz arte
Lava mão como Pilatos achando que já fez sua parte
Deixa pra lá, eu continuo viajando
Enquanto eu falo besteira nego vai, vai
Então, deixa...
[refrão]
Deixa, deixa, deixa
Eu dizer o que penso dessa vida
Preciso demais desabafar
Deixa, deixa, deixa
Eu dizer o que penso dessa vida
Preciso demais desabafar"
"232";"Timoneiro";"Paulinho da Viola";"Não sou eu quem me navega
Quem me navega é o mar
Não sou eu quem me navega
Quem me navega é o mar
É ele quem me carrega
Como nem fosse levar
É ele quem me carrega
Como nem fosse levar
Não sou eu quem me navega
Quem me navega é o mar
Não sou eu quem me navega
Quem me navega é o mar
É ele quem me carrega
Como nem fosse levar
É ele quem me carrega
Como nem fosse levar
E quanto mais remo mais rezo
Pra nunca mais se acabar
Essa viagem que faz
O mar em torno do mar
Meu velho um dia falou
Com seu jeito de avisar:
- Olha, o mar não tem cabelos
Que a gente possa agarrar
Não sou eu quem me navega
Quem me navega é o mar
Não sou eu quem me navega
Quem me navega é o mar
É ele quem me carrega
Como nem fosse levar
É ele quem me carrega
Como nem fosse levar
Timoneiro nunca fui
Que eu não sou de velejar
O leme da minha vida
Deus é quem faz governar
E quando alguém me pergunta
Como se faz pra nadar
Explico que eu não navego
Quem me navega é o mar
Não sou eu quem me navega
Quem me navega é o mar
Não sou eu quem me navega
Quem me navega é o mar
É ele quem me carrega
Como nem fosse levar
É ele quem me carrega
Como nem fosse levar
A rede do meu destino
Parece a de um pescador
Quando retorna vazia
Vem carregada de dor
Vivo num redemoinho
Deus bem sabe o que ele faz
A onda que me carrega
Ela mesma é quem me traz
Não sou eu quem me navega
Quem me navega é o mar
Não sou eu quem me navega
Quem me navega é o mar
É ele quem me carrega
Como nem fosse levar
É ele quem me carrega
Como nem fosse levar
Não sou eu quem me navega
Quem me navega é o mar
Não sou eu quem me navega
Quem me navega é o mar
É ele quem me carrega
Como nem fosse levar
É ele quem me carrega
Como nem fosse levar"
"233";"Vida Loka, Pt. 1";"Racionais MC's";"Vagabunda, queria a taca do malucão, usou meu nome O pipoca abraçou Foi na porta da minha casa lá botou pânico em todo mundo 3h da tarde E eu nem tava lá... vai vendo! É mas aí, Brown, tem uns tipo de mulher truta Que não dá nem pra comentar Eu nem sei quem é os maluco, isso que é foda Aí vamo atrás desse pipoca aí e já era Ir atrás de quem? Ir aonde? Sei nem quem é, mano Mano, não devo, não temo e dá meu copo que já era E aí, bandido mau, como que é, meu parceiro? E aí, Abraão, firmão truta? Firmeza total, Brown... e a quebrada aí, irmão? Tá pampa, aí fiquei sabendo do seu pai Aí, lamentável truta, meu sentimento mesmo, mano! Vai vendo, Brown, meu pai morreu E nem deixaram eu ir no enterro do meu coroa não, irmão ""Cê"" é louco, você tava aonde na hora? Tava batendo uma bola, meu, fiquei na mó neurose, irmão Aí foram te avisar? Aí vieram me avisar, mas tá firmão, brou Eu tô firmão, logo mais tô aí na quebrada com vocês aí É quente, na rua também num tá fácil não morô, truta? Uns juntando inimigo, outros juntando dinheiro Sempre tem um pra testar sua fé, mas tá ligado Sempre tem um corre a mais pra fazer Aí, mano, liga, liga nós aí qualquer coisa, ""cê"" tá ligado, lado a lado Nós até o fim morô, mano? Tô ligado! Fé em Deus que ele é justo Ei irmão nunca se esqueça, na guarda, guerreiro Levanta a cabeça truta, onde estiver seja lá como for Tenha fé porque até no lixão nasce flor Ore por nós pastor, lembra da gente No culto dessa noite, firmão segue quente Admiro os crente, da licença aqui Mó função, mó tabela, pow, desculpa ai Eu me, sinto às vezes meio pá, inseguro Que nem um vira-lata sem fé no futuro Vem alguém lá, quem é quem, quem será meu bom Dá meu brinquedo de furar moletom Porque os bico que me vê com os truta na balada Tenta ver, quer saber de mim não vê nada Porque a confiança é uma mulher ingrata Que te beija, e te abraça, te rouba e te mata Desacreditar, nem pensar, só naquela Se uma mosca ameaçar me catar piso nela O bico deu mó guela, ó Pique bandidão, foi em casa na missão Me tromba na Cohab De camisa larga, vai saber Deus que sabe Qual é a maldade comigo inimigo num migué Tocou a campanhia plin, pá trama meu fim, dois maluco Armado sim, um isqueiro e um estopim Pronto pra chamar minha preta pra falar Que eu comi a mina dele, ha, se ela tava lá Vadia, mentirosa, nunca vi deu mó faia Espírito do mal Cão de buceta e saia Talarico nunca fui, é o seguinte Ando certo pelo certo, como 10, e 10 é 20 Já penso doido, e se eu tô com o meu filho no sofá De vacilo desarmado era aquilo Sem culpa e sem chance, nem pra abri a boca Ia nessa sem saber (pô cê vê) vida loka Eae Brown, nóis tá aqui dentro mas demorou truta, liga nóis, irmão Não truta, aí, jamais vou levar problema pra você Nóis resolve na rua, e rapidinho também Mas aí, nem esquenta Aí, e aquele jogo lá do final do ano que você falou? Então truta, demorou ó, no final do ano nóis vai marcar aquele jogo lá, vem você, o Blue, os caras do Racionais tudo aí, moro meu? Visita aqui é sagrado, safado não atravessa não, moro? Mas na rua num é não, até jack Tem quem passa um pano Impostor pé de breque, passa pro malandro A inveja existe, e a cada 10, 5 é na maldade A mãe dos pecado capital é a vaidade Mas se é para resolver, se envolver, vai meu nome Eu vou fazer o que? Se cadeia é pra homem Malandrão eu? Não, ninguém é bobo Se quer guerra terá Se quer paz, quero em dobro Mas verme é verme, é o que é Rastejando no chão, sempre embaixo do pé E fala uma, duas vez, se marcar até três Na quarta, xeque-mate, que nem no xadrez Eu sou guerreiro do rap E sempre em alta voltagem Um por um, Deus por nós, tô aqui de passagem Vida loka Eu não tenho dom pra vítima Justiça e liberdade, a causa é legitima Meu rap faz o cântico do lokos e dos românticos Vou por o sorriso de criança, onde for Os parceiros tenho a oferecer minha presença Talvez até confusa, mais real e intensa Meu melhor Marvin Gaye, sabadão na marginal O que será, será, é nós vamo até o final Liga eu, liga nós, onde preciso for No paraíso ou no dia do juízo pastor E liga eu, e os irmão É o ponto que eu peço, favela, Fundão Imortal nos meus versos Vida loka"
